label	qid	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46
2.0	10032	0.056537	0.0	0.666667	1.0	0.067138	0.0	0.0	0.0	0.0	0.0	0.058781	0.0	0.591833	1.0	0.066747	0.00398	0.0	0.296296	0.2	0.004012	0.94617	0.732324	0.520967	0.562389	0.0	0.0	0.0	0.0	0.5046	0.616488	0.215857	0.723049	1.0	0.0	0.0	0.0	0.953885	0.910033	0.490034	0.843384	0.0	0.125	0.0	0.0	0.0	0.076923
0.0	10032	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.4	1.0	0.656272	0.0	0.509689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.664741	0.0	0.416567	0.0	0.0	0.40625	0.0	0.187052	0.75	0.0
0.0	10032	0.279152	0.0	0.0	0.0	0.279152	0.0	0.0	0.0	0.0	0.0	0.287177	0.0	0.0	0.0	0.287226	0.014966	0.076923	0.333333	0.4	0.015094	1.0	0.834615	1.0	0.623339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.906864	0.5	0.0	0.0	0.002186	0.25	1.0
1.0	10032	0.59364	1.0	0.0	0.0	0.600707	0.0	0.0	0.0	0.0	0.0	0.684355	1.0	0.0	0.0	0.692251	0.145254	0.153846	0.0	0.0	0.145023	0.923087	0.398615	0.914239	0.297449	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.927827	0.48825	0.905114	0.442338	0.25	0.40625	0.0	0.027561	0.5	0.0
0.0	10032	0.021201	0.0	1.0	0.0	0.031802	0.0	0.0	0.0	0.0	0.0	0.028148	0.0	1.0	0.0	0.042285	0.006875	0.461538	0.37037	0.6	0.007235	0.813884	0.225533	0.2465	0.225217	0.0	0.0	0.0	0.0	0.634608	0.76034	1.0	0.747785	0.0	0.0	0.0	0.0	0.871945	0.408895	0.22659	0.42218	0.5	0.46875	0.0	1.0	1.0	0.153846
0.0	10032	0.007067	0.0	0.666667	0.0	0.014134	0.0	0.0	0.0	0.0	0.0	0.007348	0.0	0.591833	0.0	0.014699	0.0	0.076923	0.074074	1.0	0.0	0.693222	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.222801	1.0	0.0	0.0	0.0	0.0	0.820009	0.960161	0.0	1.0	0.25	1.0	0.0	0.054746	0.25	0.0
0.0	10035	0.356436	0.75	0.428571	0.0	0.397959	0.0	0.0	0.0	0.0	0.0	0.29765	0.885749	0.7792	0.0	0.400217	0.288509	0.833333	0.272727	0.416667	0.297005	0.633355	0.564422	0.571882	0.591735	1.0	0.0	0.0	0.0	0.565526	0.515289	0.576826	0.168031	0.0	0.0	0.0	0.0	0.674594	0.613715	0.62123	0.621053	1.0	0.339623	0.0	0.01523	0.4	1.0
0.0	10035	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.333333	1.0	0.649288	0.484854	0.671147	0.544894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.636861	0.495647	0.655236	0.542286	0.25	0.584906	0.0	0.0	0.0	0.0
0.0	10035	0.326733	0.0	0.0	0.0	0.306122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.780929	0.666667	0.0	0.583333	0.785469	0.0	0.014195	0.157395	0.438869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024026	0.1574	0.438398	0.5	0.471698	0.0	0.742886	0.2	0.0
0.0	10035	0.039604	0.0	0.0	0.0	0.010204	0.0	0.0	0.0	0.0	0.0	0.228035	0.0	0.0	0.0	0.230279	0.062103	0.166667	0.113636	1.0	0.065783	0.717555	0.651748	0.418486	0.620406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684554	0.613926	0.403685	0.578626	0.75	1.0	0.0	0.098818	0.2	0.0
0.0	10035	0.891089	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.144213	1.0	1.0	0.0	0.209717	0.654768	1.0	1.0	0.25	0.680412	0.582831	0.569242	0.672193	0.724085	0.974209	1.0	1.0	1.0	0.235213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.621058	0.610152	0.704347	0.743867	1.0	0.207547	0.0	0.008927	0.2	0.166667
0.0	10035	0.0	0.0	0.428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183841	0.0	0.7792	0.0	0.23705	0.0	0.166667	0.113636	0.416667	0.0	0.847849	1.0	0.344452	0.887347	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.900893	0.951122	0.437382	0.791401	1.0	0.45283	0.0	0.635237	1.0	0.0
0.0	10035	0.039604	0.0	0.0	0.0	0.010204	0.0	0.0	0.0	0.0	0.0	0.17333	0.0	0.0	0.0	0.175539	0.13154	0.583333	0.0	0.333333	0.131566	0.079141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069687	0.0	0.0	0.0	0.75	0.45283	0.0	1.0	0.4	0.166667
0.0	10035	0.643564	0.0	0.428571	0.0	0.663265	0.0	0.0	0.0	0.0	0.0	0.78614	0.0	0.7792	0.0	0.838478	0.38044	0.333333	0.181818	0.0	0.381934	1.0	0.975553	1.0	1.0	0.0	0.0	0.0	0.0	0.7523	0.73972	0.818463	0.553345	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.897661	0.4	0.75
0.0	10036	0.156627	0.0	0.0	0.0	0.156627	0.0	0.0	0.0	0.0	0.0	0.609106	0.0	0.0	0.0	0.598105	0.21783	0.333333	1.0	0.5	0.218536	0.359825	0.801953	0.85901	0.940051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362653	0.796919	0.852732	0.931385	0.75	0.512821	0.0	0.031348	0.04918	1.0
1.0	10036	0.11245	0.0	1.0	0.0	0.116466	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.069473	0.0	0.75	0.666667	0.069767	1.0	0.929707	0.873875	0.995201	0.0	0.0	0.0	0.0	0.901102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.922985	0.874558	0.986433	1.0	0.589744	0.0	0.0	0.0	0.025641
0.0	10036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.676014	0.0	0.0	0.0	0.664378	0.003765	0.166667	0.375	0.0	0.003078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051282	0.0	1.0	1.0	0.205128
0.0	10036	0.15261	0.0	0.0	0.0	0.15261	0.0	0.0	0.0	0.0	0.0	0.563096	0.0	0.0	0.0	0.553344	0.207392	1.0	0.375	0.0	0.207421	0.182966	0.565838	0.711667	0.716495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186266	0.571333	0.713337	0.719062	0.0	0.0	0.0	0.006916	0.04918	0.307692
0.0	10036	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.109352	0.767108	0.847562	0.959039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113725	0.765137	0.842206	0.953376	0.5	1.0	0.0	0.004046	0.032787	0.0
0.0	10036	0.546185	0.0	0.0	0.0	0.546185	0.0	0.0	0.0	0.0	0.0	0.589935	0.0	0.0	0.0	0.576499	0.516769	0.833333	0.5	0.333333	0.516929	0.740199	0.910112	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746161	0.91316	1.0	1.0	0.5	0.179487	0.0	0.003071	0.065574	0.051282
1.0	10036	0.461847	0.0	0.0	0.0	0.461847	0.0	0.0	0.0	0.0	0.0	0.452403	0.0	0.0	0.0	0.443443	0.461499	0.5	0.125	0.333333	0.460841	0.416838	0.661811	0.767305	0.757893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422596	0.667679	0.769543	0.761021	0.5	0.179487	0.0	0.004444	0.016393	0.025641
1.0	10036	0.040161	0.0	1.0	0.0	0.044177	0.0	0.0	0.0	0.0	0.0	0.768337	0.0	1.0	0.0	0.775178	0.0	0.0	0.625	0.5	0.0	0.925786	1.0	0.793368	0.934631	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.939461	1.0	0.807286	0.931872	0.75	0.461538	0.0	0.0	0.0	0.282051
0.0	10050	0.434944	0.0	0.0	1.0	0.425455	0.0	0.0	0.0	0.0	0.0	0.423479	0.0	0.0	1.0	0.412193	0.643254	0.142857	0.0	0.5	0.638407	1.0	0.958198	0.946106	0.936481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.733195	0.0	0.0	0.0	0.979925	0.922568	0.924231	0.918143	0.666667	0.739726	0.0	0.009367	0.25	0.0
0.0	10050	0.003717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024206	0.642857	0.142857	0.125	0.025237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666667	0.315068	0.0	1.0	1.0	0.333333
0.0	10050	0.018587	0.0	0.0	0.0	0.014545	0.0	0.0	0.0	0.0	0.0	0.029617	0.0	0.0	0.0	0.029043	0.022222	0.357143	0.0	1.0	0.025631	0.767666	0.751173	0.445484	0.697203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.729515	0.664765	0.430665	0.64238	1.0	1.0	0.0	0.005436	0.25	0.0
0.0	10050	0.286245	0.0	0.0	1.0	0.28	0.0	0.0	0.0	0.0	0.0	0.288924	0.0	0.0	1.0	0.28831	0.35754	0.0	0.0	0.0625	0.350946	0.725592	0.889884	0.762365	0.909597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.956492	0.29773	0.874754	0.830041	0.783931	0.896276	0.77658	0.913233	0.333333	0.534247	0.0	0.0	0.0	0.0
0.0	10050	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.801292	0.986791	1.0	0.962771	0.0	0.0	0.0	0.0	0.870735	0.431717	0.349419	0.701346	1.0	1.0	1.0	1.0	0.840792	0.973571	1.0	0.959604	0.0	0.0	0.0	0.728094	0.5	0.166667
0.0	10050	0.104089	1.0	0.333333	1.0	0.116364	0.0	0.0	0.0	0.0	0.0	0.111409	1.0	0.569529	1.0	0.139906	0.132937	1.0	0.5	0.0	0.138407	0.940761	1.0	0.724182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.770412	1.0	0.333333	0.068493	0.0	0.029812	0.25	0.055556
0.0	10050	0.111524	0.5	0.0	1.0	0.112727	0.0	0.0	0.0	0.0	0.0	0.041343	0.177366	0.0	1.0	0.041411	0.201587	0.785714	0.25	0.125	0.20347	0.440073	0.446639	0.421095	0.367062	0.216524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916613	0.780971	0.749591	0.678017	0.434868	0.446447	0.419611	0.375887	0.666667	0.232877	0.0	0.020511	0.25	1.0
0.0	10050	0.0	0.0	0.333333	1.0	0.007273	0.0	0.0	0.0	0.0	0.0	0.027645	0.0	0.391994	1.0	0.044127	0.0	0.0	0.357143	0.125	0.0	0.25033	0.027246	0.127877	0.099458	0.0	0.0	0.0	0.0	0.7397	0.0	0.0	0.0	0.916613	0.780971	0.749591	0.678017	0.262268	0.0723	0.169439	0.116611	0.666667	0.205479	0.0	0.0	0.0	0.0
1.0	10056	0.566563	0.333333	0.0	0.666667	0.579439	0.0	0.0	0.0	0.0	0.0	0.675775	0.291362	0.0	0.69032	0.714257	0.072732	0.125	0.0	0.2	0.072749	0.684049	0.778931	0.95683	0.771181	1.0	0.9345	0.600956	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.839445	1.0	0.71866	0.799065	0.978776	0.791323	1.0	0.375	0.0	0.002489	0.052632	0.0
2.0	10056	0.133127	0.888889	1.0	0.0	0.161994	0.0	0.0	0.0	0.0	0.0	0.24618	0.809717	1.0	0.0	0.323971	0.01154	0.541667	0.428571	0.15	0.011761	0.838357	0.897991	0.900076	0.897615	0.813411	1.0	0.91856	0.915127	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.900711	0.956808	0.971849	0.954784	1.0	0.241071	0.0	0.17242	1.0	1.0
0.0	10056	0.0	0.0	0.333333	0.333333	0.0	0.0	0.0	0.0	0.0	0.0	0.028872	0.0	0.413937	0.38064	0.05131	0.0	0.0	0.142857	0.25	0.0	0.344383	0.342126	0.065642	0.172238	0.0	0.0	0.0	0.0	0.575903	0.110355	0.03787	0.076987	0.530176	0.0	0.0	0.0	0.467593	0.408779	0.174411	0.169594	1.0	0.285714	0.0	0.0	0.0	0.0
1.0	10056	0.052632	0.0	0.0	0.0	0.046729	0.0	0.0	0.0	0.0	0.0	0.108311	0.0	0.0	0.0	0.108686	0.004253	0.083333	0.714286	0.35	0.004389	0.768296	0.878078	0.724629	0.905898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.766041	0.870349	0.723306	0.898199	1.0	0.303571	0.0	0.252919	0.157895	0.0
2.0	10056	0.114551	1.0	0.666667	0.0	0.143302	0.0	0.0	0.0	0.0	0.0	0.22969	1.0	0.821326	0.0	0.330058	0.012862	0.708333	0.571429	0.05	0.013133	0.795735	0.842889	0.857526	0.842199	0.778357	0.905145	1.0	0.870033	0.720071	0.673076	0.959066	0.621171	0.0	0.0	0.0	0.0	0.889891	0.914435	0.948256	0.910097	0.5	0.178571	0.0	1.0	0.578947	0.655172
0.0	10056	0.179567	0.0	0.0	0.0	0.174455	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.002287	0.084188	1.0	0.571429	0.0	0.084561	0.017313	0.220225	0.30669	0.295506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018289	0.22083	0.306274	0.297002	0.0	0.0	0.0	0.264231	0.473684	0.172414
0.0	10056	0.01548	0.0	0.0	0.0	0.009346	0.0	0.0	0.0	0.0	0.0	0.04366	0.0	0.0	0.0	0.044096	0.005016	0.291667	0.571429	0.1	0.005135	0.272555	0.166655	0.080059	0.077839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269664	0.157425	0.074903	0.069359	0.5	0.133929	0.0	0.001745	0.052632	0.0
1.0	10056	0.065015	0.111111	0.333333	0.0	0.065421	0.0	0.0	0.0	0.0	0.0	0.093772	0.113496	0.407389	0.0	0.113168	0.007609	0.166667	0.571429	0.15	0.007693	0.672292	0.784546	0.700592	0.809056	0.330412	0.0	0.0	0.0	0.357165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.694775	0.803481	0.725529	0.826979	1.0	0.25	0.0	0.135091	0.105263	0.034483
0.0	10056	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.927475	0.0	0.0	0.0	0.924406	0.686465	0.291667	0.0	0.15	0.686533	0.266129	0.458228	0.544643	0.428127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.274009	0.462031	0.547253	0.432082	0.75	0.116071	0.0	0.002301	0.052632	0.0
0.0	10056	0.312693	0.0	0.0	0.0	0.308411	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.793699	0.125	0.0	0.1	0.793683	0.192241	0.131064	0.106646	0.177882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197567	0.130629	0.104626	0.177676	0.75	0.071429	0.0	0.002897	0.052632	0.0
0.0	10056	0.089783	0.0	0.0	0.0	0.084112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021216	0.125	0.0	0.25	0.02125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.321429	0.0	0.002687	0.052632	0.0
0.0	10056	0.616099	0.0	0.0	0.0	0.613707	0.0	0.0	0.0	0.0	0.0	0.241368	0.0	0.0	0.0	0.238894	1.0	0.125	0.0	0.15	1.0	0.013401	0.177246	0.179941	0.177743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014779	0.178911	0.180967	0.179034	0.5	0.125	0.0	0.01004	0.105263	0.0
0.0	10056	0.009288	0.0	0.0	1.0	0.012461	0.0	0.0	0.0	0.0	0.0	0.057557	0.0	0.0	1.0	0.088138	0.000864	0.0	0.0	1.0	0.001101	0.776012	0.783169	0.554848	0.771985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781721	0.930813	1.0	0.898506	0.895931	0.877806	0.672227	0.808451	1.0	1.0	0.0	0.0	0.0	0.0
1.0	10056	0.055728	0.0	0.0	0.0	0.049844	0.0	0.0	0.0	0.0	0.0	0.206377	0.0	0.0	0.0	0.206964	0.002423	0.0	0.714286	0.55	0.002593	1.0	0.936061	0.858554	0.859561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.92121	0.856579	0.845357	1.0	0.598214	0.0	0.0	0.0	0.0
1.0	10056	0.160991	0.0	0.0	0.0	0.155763	0.0	0.0	0.0	0.0	0.0	0.431296	0.0	0.0	0.0	0.431691	0.008032	0.0	0.714286	0.55	0.008202	0.947859	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.951447	1.0	1.0	1.0	1.0	0.607143	0.0	0.0	0.0	0.0
0.0	10056	0.009288	0.0	0.0	0.0	0.003115	0.0	0.0	0.0	0.0	0.0	0.036442	0.0	0.0	0.0	0.036946	0.002203	0.0	1.0	0.2	0.002288	0.530088	0.583607	0.442096	0.748607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.520742	0.563572	0.439313	0.729926	0.5	0.151786	0.0	0.0	0.0	0.37931
1.0	10066	0.235294	1.0	1.0	0.0	0.352941	0.0	0.0	0.0	0.0	0.0	0.235294	1.0	1.0	0.0	0.352941	0.0	0.258065	0.4	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.8	0.785714	0.0	0.003814	0.011858	0.002232
0.0	10066	0.705882	0.0	0.0	0.0	0.705882	0.0	0.0	0.0	0.0	0.0	0.705882	0.0	0.0	0.0	0.705882	1.0	0.0	1.0	1.0	1.0	0.212866	0.228964	0.405914	0.064599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211118	0.229635	0.343258	0.066044	0.8	0.809524	0.0	0.0	0.0	1.0
0.0	10066	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6886	0.419355	0.0	0.833333	0.688669	0.364942	0.341553	0.722167	0.194453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.360117	0.342223	0.61009	0.197534	0.6	0.642857	0.0	0.003682	0.01581	0.0
0.0	10066	0.058824	0.0	0.0	0.0	0.058824	0.0	0.0	0.0	0.0	0.0	0.058824	0.0	0.0	0.0	0.058824	0.117623	0.032258	0.0	0.666667	0.116982	0.148561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146966	0.0	0.0	0.0	0.4	0.642857	0.0	0.022492	0.003953	0.0
0.0	10066	0.058824	0.0	0.0	0.0	0.058824	0.0	0.0	0.0	0.0	0.0	0.058824	0.0	0.0	0.0	0.058824	0.065196	0.129032	0.6	1.0	0.065102	0.229867	0.088034	0.126544	0.104099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224847	0.086365	0.105279	0.103416	1.0	1.0	0.0	0.033748	0.003953	0.001116
1.0	10066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001206	0.0	0.4	0.0	0.000503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003348
0.0	10066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018599	1.0	0.6	0.5	0.019706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.47619	0.0	1.0	0.794466	0.05692
0.0	10066	0.235294	0.0	0.0	0.0	0.235294	0.0	0.0	0.0	0.0	0.0	0.235294	0.0	0.0	0.0	0.235294	0.105258	0.258065	0.6	0.833333	0.105319	0.455579	0.382132	0.671291	0.269514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.445412	0.381381	0.565432	0.271866	0.6	0.571429	0.0	0.101175	1.0	0.470982
0.0	10078	0.10375	0.0	0.0	0.0	0.10375	0.0	0.0	0.0	0.0	0.0	0.123841	0.0	0.0	0.0	0.123758	0.054831	0.12	0.314286	0.238095	0.055073	0.466639	0.222662	0.371335	0.30624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.466869	0.227454	0.371484	0.308046	0.5	0.430108	0.0	0.000159	0.001751	0.038462
0.0	10078	0.295	0.0	0.0	0.0	0.295	0.0	0.0	0.0	0.0	0.0	0.453216	0.0	0.0	0.0	0.453365	0.042372	0.053333	0.0	0.428571	0.042391	0.991683	0.868422	1.0	0.836599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993131	0.832669	1.0	0.811899	0.666667	0.548387	0.0	0.003726	0.001751	0.0
